ID	DOCULECT	DOCULECT_TRANSLATION	HAND_NUMBER	CONCEPTICON	CONCEPT	HANDSHAPE_1	HANDSHAPE_2	TOKENS	COGIDS	COGID	NARROW_CONCEPT	ALIGNMENT	DOCULECT_NAME	NOTE	YEAR	SOURCE	BORROWING	COGNACY	2ID
1565	Hungary_1827	Hungarian Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin							
1566	Hungary_1827	Hungarian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr							
1567	Hungary_1827	Hungarian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr							
1568	Hungary_1827	Hungarian Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin							
1569	Hungary_1827	Hungarian Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw							
1570	Hungary_1827	Hungarian Sign Language	1		y			¹/Hf_2 ¹/Lpin	155	295	y	¹/Hf_2 ¹/Lpin							
1571	Hungary_1827	Hungarian Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	292	272	z	¹/Hf_2 ¹/Hth_acr							
1572	Swedish_1866	Swedish Sign Language	1		a			¹/Hp_all ¹/Lind ¹/H_opp	362	181	a	¹/Hp_all ¹/Lind ¹/H_opp				Paulsson 1866			
1573	Swedish_1866	Swedish Sign Language	1		b			¹/Hfist ¹/Hth_op	365	182	b	¹/Hfist ¹/Hth_op				Paulsson 1866			
1574	Swedish_1866	Swedish Sign Language	1		c			¹/Hc_all	81	86	c					Paulsson 1866	!borrowed!	?cognacy?	
1575	Swedish_1866	Swedish Sign Language	1		d			¹/Hflat ¹/Hf_bend ¹/Hth_acr	503	215	d	¹/Hflat ¹/Hf_bend ¹/Hth_acr				Paulsson 1866			
1576	Swedish_1866	Swedish Sign Language	1		e			¹/Hflat ¹/Hf_bend	412	216	e	¹/Hflat ¹/Hf_bend				Paulsson 1866			
1577	Swedish_1866	Swedish Sign Language	1		f			¹/Hp_op ¹/Lind ¹/Hf_dbn ¹/HLf_mid ¹/Lthu	169	150	f	¹/Hp_op ¹/Lind ¹/Hf_dbn ¹/HLf_mid ¹/Lthu				Paulsson 1866	!borrowed!		
1578	Swedish_1866	Swedish Sign Language	1		g			¹/Hfist ¹/Hth_acr	9	186	g	¹/Hfist ¹/Hth_acr				Paulsson 1866			
1579	Swedish_1866	Swedish Sign Language	1		h			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	72	187	h	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin				Paulsson 1866			
1580	Swedish_1866	Swedish Sign Language	1		i			¹/Hf_2 ¹/Hth_acr ¹/Lpin	102	279	i	¹/Hf_2 ¹/Hth_acr ¹/Lpin				Paulsson 1866	!borrowed!		
1581	Swedish_1866	Swedish Sign Language	1		j			¹/Hflat	373	219	j					Paulsson 1866			
1582	Swedish_1866	Swedish Sign Language	1		k			¹/Hflat ¹/Hf_str ¹/Lind	184	59	k	¹/Hflat ¹/Hf_str ¹/Lind				Paulsson 1866			
1583	Swedish_1866	Swedish Sign Language	1		l			¹/Hf_2 ¹/Hth_acr	326	273	l	¹/Hf_2 ¹/Hth_acr		Origin?		Paulsson 1866			
1584	Swedish_1866	Swedish Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook				Paulsson 1866	!borrowed!		
1585	Swedish_1866	Swedish Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr				Paulsson 1866	!borrowed!		
1586	Swedish_1866	Swedish Sign Language	1		o			¹/Hp_all	119	43	o					Paulsson 1866	!borrowed!		
1587	Swedish_1866	Swedish Sign Language	1		p			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	66	8	p	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin				Paulsson 1866			
1588	Swedish_1866	Swedish Sign Language	1		q			¹/Hfist ¹/Hth_op	382	191	q	¹/Hfist ¹/Hth_op				Paulsson 1866			
1589	Swedish_1866	Swedish Sign Language	1		r			¹/Hf_2 ¹/Hth_acr ¹/Lmid	38	222	r	¹/Hf_2 ¹/Hth_acr ¹/Lmid				Paulsson 1866			
1590	Swedish_1866	Swedish Sign Language	1		s			¹/Hflat ¹/Hf_bend	99	193	s	¹/Hflat ¹/Hf_bend				Paulsson 1866			
1591	Swedish_1866	Swedish Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str				Paulsson 1866			
1592	Swedish_1866	Swedish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr		Or parallel development		Paulsson 1866	!borrowed!		
1593	Swedish_1866	Swedish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr		Or parallel development		Paulsson 1866	!borrowed!		
1594	Swedish_1866	Swedish Sign Language	1		x			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	389	196	x	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid				Paulsson 1866			
1595	Swedish_1866	Swedish Sign Language	1		y			¹/Hc_all ¹/Hf_str ¹/Hth_op	416	223	y	¹/Hc_all ¹/Hf_str ¹/Hth_op				Paulsson 1866			
1596	Swedish_1866	Swedish Sign Language	1		z			¹/Hp_op ¹/Lmid ¹/Lrin ¹/Lpin	124	19	z	¹/Hp_op ¹/Lmid ¹/Lrin ¹/Lpin				Paulsson 1866			
1597	American_1821	American Sign Language	1		a			¹/Hfist	1	1	a	¹/Hfist				Ackerly 1821			
1598	American_1821	American Sign Language	1		b			¹/Hflat ¹/Hth_acr	161	29	b	¹/Hflat ¹/Hth_acr				Ackerly 1821			
1599	American_1821	American Sign Language	1		c			¹/Hc_all	81	86	c					Ackerly 1821			
1600	American_1821	American Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin				Ackerly 1821			
1601	American_1821	American Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr				Ackerly 1821			
1602	American_1821	American Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin				Ackerly 1821			
1603	American_1821	American Sign Language	1		g			¹/Hc_12 ¹/Hf_str ¹/Hth_op	8	60	g	¹/Hc_12 ¹/Hf_str ¹/Hth_op				Ackerly 1821			
1604	American_1821	American Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin	171	145	h	¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin			1821	Ackerly 1821			
1605	American_1821	American Sign Language	1		i			¹/Hf_2 ¹/Hth_acr ¹/Lpin	102	279	i	¹/Hf_2 ¹/Hth_acr ¹/Lpin				Ackerly 1821			
1606	American_1821	American Sign Language	1		j			¹/Hf_2 ¹/Hth_acr ¹/Lpin	105	280	j	¹/Hf_2 ¹/Hth_acr ¹/Lpin				Ackerly 1821			
1607	American_1821	American Sign Language	1		k			¹/Hf_23_s ¹/Lmid ¹/Hf_str	172	62	k	¹/Hf_23_s ¹/Lmid ¹/Hf_str				Ackerly 1821			
1608	American_1821	American Sign Language	1		l			¹/Hf_2 ¹/Hth_op	112	282	l	¹/Hf_2 ¹/Hth_op				Ackerly 1821			
1609	American_1821	American Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook				Ackerly 1821			
1610	American_1821	American Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr			1821	Ackerly 1821			
1611	American_1821	American Sign Language	1		o			¹/Hp_all	119	43	o					Ackerly 1821			
1612	American_1821	American Sign Language	1		p			¹/Hf_23_s ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu	183	131	p	¹/Hf_23_s ¹/Lmid ¹/Hf_str ¹/HLf_mid ¹/Lthu				Ackerly 1821			
1613	American_1821	American Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str				Ackerly 1821			
1614	American_1821	American Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid				Ackerly 1821			
1615	American_1821	American Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr				Ackerly 1821			
1616	American_1821	American Sign Language	1		t			¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	290	268	t	¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid				Ackerly 1821			
1617	American_1821	American Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr				Ackerly 1821			
1618	American_1821	American Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr				Ackerly 1821			
1619	American_1821	American Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin				Ackerly 1821			
1620	American_1821	American Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw				Ackerly 1821			
1621	American_1821	American Sign Language	1		y			¹/Hf_2 ¹/Lpin	155	295	y	¹/Hf_2 ¹/Lpin				Ackerly 1821			
1622	American_1821	American Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	16	18	z	¹/Hf_2 ¹/Hth_acr				Ackerly 1821			
1623	Dutch_1820	Dutch Sign Language	1		a			¹/Hfist	1	1	a					Bosch 1820			
1624	Dutch_1820	Dutch Sign Language	1		b			¹/Hflat ¹/Hth_acr	161	29	b	¹/Hflat ¹/Hth_acr							
1625	Dutch_1820	Dutch Sign Language	1		c			¹/Hc_all	81	86	c								
1626	Dutch_1820	Dutch Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin							
1627	Dutch_1820	Dutch Sign Language	1		e			¹/Hfist ¹/Hbetw	412	216	e	¹/Hfist ¹/Hbetw						?cognacy?	
1628	Dutch_1820	Dutch Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin							
1629	Dutch_1820	Dutch Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin							
1630	Dutch_1820	Dutch Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin	171	145	h	¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin							
1631	Dutch_1820	Dutch Sign Language	1		i			¹/Hf_2 ¹/Lpin ¹/Hbetw	315	301	i	¹/Hf_2 ¹/Lpin ¹/Hbetw		transcription?					
1632	Dutch_1820	Dutch Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin							
1633	Dutch_1820	Dutch Sign Language	1		k			¹/Hf_23_s ¹/Lmid ¹/Hf_str	172	62	k	¹/Hf_23_s ¹/Lmid ¹/Hf_str							
1634	Dutch_1820	Dutch Sign Language	1		l			¹/Hf_2 ¹/Hth_out	112	282	l	¹/Hf_2 ¹/Hth_out							
1635	Dutch_1820	Dutch Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook							
1636	Dutch_1820	Dutch Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr							
1637	Dutch_1820	Dutch Sign Language	1		o			¹/Hp_all	119	43	o								
1638	Dutch_1820	Dutch Sign Language	1		p			¹/Hp_op ¹/Hf_str ¹/Lmid ¹/HLf_mid ¹/Lthu ¹/Lrin ¹/Lpin	203	68	p	¹/Hp_op ¹/Hf_str ¹/Lmid ¹/HLf_mid ¹/Lthu ¹/Lrin ¹/Lpin							
1639	Dutch_1820	Dutch Sign Language	1		q			¹/Hf_2 ¹/Hth_acr	187	132	q	¹/Hf_2 ¹/Hth_acr							
1640	Dutch_1820	Dutch Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid							
1641	Dutch_1820	Dutch Sign Language	1		s			¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp	193	289	s	¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp							
1642	Dutch_1820	Dutch Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin							
1643	Dutch_1820	Dutch Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr							
1644	Dutch_1820	Dutch Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr							
1645	Dutch_1820	Dutch Sign Language	1		w			¹/Hf_23_s ¹/Hth_out	103	114	w	¹/Hf_23_s ¹/Hth_out							
1646	Dutch_1820	Dutch Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw							
1647	Dutch_1820	Dutch Sign Language	1		y			¹/Hf_2 ¹/Lpin	155	295	y	¹/Hf_2 ¹/Lpin							
1648	Dutch_1820	Dutch Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	16	18	z	¹/Hf_2 ¹/Hth_acr							
1649	Italian_1897	Italian Sign Language	1		a			¹/Hfist	1	1	a								
1650	Italian_1897	Italian Sign Language	1		b			¹/Hflat ¹/Hth_acr	161	29	b	¹/Hflat ¹/Hth_acr		Close: ¹/Hflat ¹/Hth_acr ¹/Lind ¹/H_opp					
1651	Italian_1897	Italian Sign Language	1		c			¹/Hc_all ¹/Hth_op	81	86	c	¹/Hc_all ¹/Hth_op							
1652	Italian_1897	Italian Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin							
1653	Italian_1897	Italian Sign Language	1		e			¹/Hflat ¹/Hf_dhk ¹/Hth_acr	167	297	e	¹/Hflat ¹/Hf_dhk ¹/Hth_acr							
1654	Italian_1897	Italian Sign Language	1		f			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	169	150	f	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin							
1655	Italian_1897	Italian Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin							
1656	Italian_1897	Italian Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str	15	221	h	¹/Hf_23_s ¹/Hth_acr ¹/Lmid ¹/Hf_str		Or ¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin					
1657	Italian_1897	Italian Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin							
1658	Italian_1897	Italian Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin							
1659	Italian_1897	Italian Sign Language	1		k			¹/Hf_23_s ¹/Lmid ¹/Hf_bend ¹/HLf_mid ¹/Lthu	281	246	k	¹/Hf_23_s ¹/Lmid ¹/Hf_bend ¹/HLf_mid ¹/Lthu							
1660	Italian_1897	Italian Sign Language	1		l			¹/Hf_2	112	282	l								
1661	Italian_1897	Italian Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	m	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook							
1662	Italian_1897	Italian Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	n	¹/Hf_23 ¹/Hth_acr							
1663	Italian_1897	Italian Sign Language	1		o			¹/Hp_all ¹/H_opp ¹/Lind	119	43	o	¹/Hp_all ¹/H_opp ¹/Lind							
1664	Italian_1897	Italian Sign Language	1		p			¹/Hp_op ¹/Lmid ¹/Lrin ¹/Lpin	347	346	p	¹/Hp_op ¹/Lmid ¹/Lrin ¹/Lpin							
1665	Italian_1897	Italian Sign Language	1		q			¹/Hc_12	187	132	q								
1666	Italian_1897	Italian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid							
1667	Italian_1897	Italian Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr							
1668	Italian_1897	Italian Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin							
1669	Italian_1897	Italian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr							
1670	Italian_1897	Italian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr							
1671	Italian_1897	Italian Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hf_bend ¹/Hbetw							
1672	Italian_1897	Italian Sign Language	1		y			¹/Hf_2 ¹/Hth_out ¹/Lpin	155	295	y	¹/Hf_2 ¹/Hth_out ¹/Lpin							
1673	Italian_1897	Italian Sign Language	1		z			¹/Hf_2 ¹/Hth_acr	16	18	z	¹/Hf_2 ¹/Hth_acr							
1674	Spanish_1845	Spanish Sign Language	1		a			¹/Hfist	1	1	a								
1675	Spanish_1845	Spanish Sign Language	1		b			¹/Hflat	308	294	b								
1676	Spanish_1845	Spanish Sign Language	1		c			¹/Hflat ¹/Hth_op ¹/Lthu ¹/Hf_hook	81	86	c	¹/Hflat ¹/Hth_op ¹/Lthu ¹/Hf_hook							
1677	Spanish_1845	Spanish Sign Language	1		d			¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin	163	261	d	¹/Hp_op ¹/Lmid ¹/H_opp ¹/Lrin ¹/Lpin							
1678	Spanish_1845	Spanish Sign Language	1		e			¹/Hc_all ¹/Hth_acr	301	281	e	¹/Hc_all ¹/Hth_acr							
1679	Spanish_1845	Spanish Sign Language	1		f			¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu	274	213	f	¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu							
1680	Spanish_1845	Spanish Sign Language	1		g			¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin	8	60	g	¹/Hp_op ¹/Lmid ¹/HLf_side ¹/Lthu ¹/Lrin ¹/Lpin							
1681	Spanish_1845	Spanish Sign Language	1		h			¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin	171	145	ch	¹/Hp_op ¹/Lrin ¹/HLf_side ¹/Lthu ¹/Lpin				Villabrille 1845			
1682	Spanish_1845	Spanish Sign Language	1		i			¹/Hf_2 ¹/Lpin	102	279	i	¹/Hf_2 ¹/Lpin							
1683	Spanish_1845	Spanish Sign Language	1		j			¹/Hf_2 ¹/Lpin	105	280	j	¹/Hf_2 ¹/Lpin							
1684	Spanish_1845	Spanish Sign Language	1		l			¹/Hf_2 ¹/Hth_acr	326	273	l	¹/Hf_2 ¹/Hth_acr							
1685	Spanish_1845	Spanish Sign Language	1		ll			¹/Hf_2 ¹/Hth_acr	330	332	ll	¹/Hf_2 ¹/Hth_acr							
1686	Spanish_1845	Spanish Sign Language	1		m			¹/Hp_op ¹/Hf_hook ¹/Lpin	26	12	m	¹/Hp_op ¹/Hf_hook ¹/Lpin							
1687	Spanish_1845	Spanish Sign Language	1		n			¹/Hf_23_s ¹/Hth_acr	338	339	n	¹/Hf_23_s ¹/Hth_acr							
1688	Spanish_1845	Spanish Sign Language	1		ñ			¹/Hf_23_s ¹/Hth_acr	194	129	ñ	¹/Hf_23_s ¹/Hth_acr		side/side m					
1689	Spanish_1845	Spanish Sign Language	1		o			¹/Hp_op	48	15	o								
1690	Spanish_1845	Spanish Sign Language	1		p			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_bend	31	91	p	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_bend							
1691	Spanish_1845	Spanish Sign Language	1		q			¹/Hp_all	409	153	q								
1692	Spanish_1845	Spanish Sign Language	1		r			¹/Hf_23 ¹/Hth_out ¹/Lmid ¹/HLf_nl ¹/Lind	288	265	r	¹/Hf_23 ¹/Hth_out ¹/Lmid ¹/HLf_nl ¹/Lind						?cognacy?	
1693	Spanish_1845	Spanish Sign Language	1		s			¹/Hp_op ¹/Hf_dbn	289	266	s	¹/Hp_op ¹/Hf_dbn							
1694	Spanish_1845	Spanish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl							
1695	Spanish_1845	Spanish Sign Language	1		u			¹/Hf_23_s ¹/Hth_acr	122	10	u	¹/Hf_23_s ¹/Hth_acr							
1696	Spanish_1845	Spanish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr		movement				?cognacy?	
1697	Spanish_1845	Spanish Sign Language	1		x			¹/Hf_2 ¹/Hbetw	63	173	x	¹/Hf_2 ¹/Hbetw				Villabrille 1845			
1698	Spanish_1845	Spanish Sign Language	1		z			¹/Hf_2 ¹/Hth_acr ¹/Lpin	233	67	z	¹/Hf_2 ¹/Hth_acr ¹/Lpin							
1699	Estonian_1988	Estonian Sign Language	1		a			¹/Hfist	1	1	a					Toom 1988			
1700	Estonian_1988	Estonian Sign Language	1		b			¹/Hflat ¹/Hth_out	308	294	b	¹/Hflat  ¹/Hth_out							
1701	Estonian_1988	Estonian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	c	¹/Hf_23 ¹/Hth_acr		ц					
1702	Estonian_1988	Estonian Sign Language	1		d			¹/Hp_all ¹/Hf_str	269	111	d	¹/Hp_all ¹/Hf_str		ж					
1703	Estonian_1988	Estonian Sign Language	1		e			¹/Hp_all	258	204	e								
1704	Estonian_1988	Estonian Sign Language	1		f			¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu	276	214	f	¹/Hflat ¹/Hf_bend ¹/Lind ¹/HLf_side ¹/Lthu							
1705	Estonian_1988	Estonian Sign Language	1		g			¹/Hf_2 ¹/Hth_acr	8	60	g	¹/Hf_2 ¹/Hth_acr							
1706	Estonian_1988	Estonian Sign Language	1		h			¹/Hf_23_s ¹/Hth_acr	56	113	h	¹/Hf_23_s ¹/Hth_acr		downward orientation					
1707	Estonian_1988	Estonian Sign Language	1		i			¹/Hf_2 ¹/Hth_acr ¹/Lpin	102	279	i	¹/Hf_2 ¹/Hth_acr ¹/Lpin							
1708	Estonian_1988	Estonian Sign Language	1		j			¹/Hf_2 ¹/Hth_acr	89	31	j	¹/Hf_2 ¹/Hth_acr		origin?					
1709	Estonian_1988	Estonian Sign Language	1		k			¹/Hf_23 ¹/Hth_acr	282	232	k	¹/Hf_23 ¹/Hth_acr							
1710	Estonian_1988	Estonian Sign Language	1		l			¹/Hf_2 ¹/Hth_op	112	282	l	¹/Hf_2 ¹/Hth_op					!borrowed!		
1711	Estonian_1988	Estonian Sign Language	1		m			¹/Hp_op ¹/Hf_hook ¹/Lpin	26	12	m	¹/Hp_op ¹/Hf_hook ¹/Lpin							
1712	Estonian_1988	Estonian Sign Language	1		h			¹/Hp_op ¹/Hf_hook ¹/Lrin	312	299	n	¹/Hp_op ¹/Hf_hook ¹/Lrin		Cyrillic Н					
1713	Estonian_1988	Estonian Sign Language	1		o			¹/Hp_op	48	15	o								
1714	Estonian_1988	Estonian Sign Language	1		n			¹/Hf_23 ¹/Hth_acr	27	255	p	¹/Hf_23 ¹/Hth_acr							
1715	Estonian_1988	Estonian Sign Language	1		q			¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/Hf_bend	287	263	q	¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/Hf_bend		Russian б				?cognacy?	
1716	Estonian_1988	Estonian Sign Language	1		p			¹/Hp_op ¹/Hf_hook ¹/Lmid	168	121	r	¹/Hp_op ¹/Hf_hook ¹/Lmid							
1717	Estonian_1988	Estonian Sign Language	1		c			¹/Hc_all	81	86	s								
1718	Estonian_1988	Estonian Sign Language	1		sh			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	57	24	š	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook							
